ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
4.35,43535,"Growler into pint glass<br>
<br>
A: Medium amber. Half-inch white head with some stick. Impressive, considering I opened the growler yesterday. Head fades to a thick layer of lace.<br>
<br>
S: Citrus and pine dominate. There's pale malt in there too, but the first impression is all West Coast hop.<br>
<br>
T/M: Slightly sweet and malty up front, with a citric and resiny bitterness in the middle. Finish is a slight lingering bitterness backed by toasty malt. Slight medicinal alcohol as it warms. Feel is substantial -- bordering on DIPA territory. For all the West Coast hop in the aroma, this actually turns out to be a more balanced, East Coast-type interpretation of the style.<br>
<br>
D: I think Dogfish Head has the trademark on ""session IPA"" with their 60-minute, and it's deserved. But the (512) IPA could also be a contender for that label. Only potential problem is the ABV.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">856 characters</span><br><br>","Feb 20, 2011",4.5,4,4.5,,4,4.5,MurphyMacManus
4,45617,,"Mar 05, 2013",,,,-3.4%,,,shawnohall
4.5,45617,,"Mar 04, 2013",,,,,,,bundy462
4,45617,,"Mar 02, 2013",,,,-3.4%,,,6thstreetbrewpub
4.78,54905,"When i went to the (512) brewery and saw the JD barrels i almost cried. When i asked Kevin and Nate what they planned on doing with them, and they told me double pecan porter... I did cry.<br>
<br>
This beer pours like a pecan porter, head looks like a pecan porter. When you give it a good whiff, it smells like a shot of whiskey. You hesitate putting it to you lips because your nose is telling you you're drinking whiskey, but once you taste it... you're mouth calls your nose a liar. It is a very smooth/drinkable beer. Props to Nate and Kevin for this brew. Believe this one is about 10% ABV?<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">589 characters</span><br><br>","Dec 24, 2009",5,5,4.5,,4.5,5,Nada05
4.04,170128,,"Nov 30, 2015",4,4,4,,3.75,4.25,DsNuts1010
3.93,43535,"Big thanks to lnashsig for the opportunity to try this one. Growler opens with a healthy hiss, and my pour (into my Dogfish Head shaped pint glass) yields a substantial old lace head that recedes to a lasting half finger with a climbing collar. <br>
<br>
Very dark burnt orange (almost mahogany) liquid with princeton orange highlights. Lightly hazy, good retention, soapy lacing. <br>
<br>
Pleasing soft aromatics, with light pine, clay, and candied apple in the nose. <br>
<br>
Hops are right up front, and while delicate compared to many West Coast IPAs, do not overwhelm the palate like some examples of the style. Moderate bitterness with a gentle herbaceous touch of evergreen, iced tea, and menthol along with an earthy resinous quality that bleeds into the malt bill quite well. Mostly pale malt throughout, though there is an underlying caramel quality as well. Finishes medium-dry with a faint toffee note returning in the aftertaste. <br>
<br>
Slick yet a bit light-bodied, good carbonation overall. <br>
<br>
Very refreshing and the alcohol is well hidden. Well balanced (though some hop fanatics may find it a bit sweet) and quite tasty ale.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,114 characters</span><br><br>","Feb 17, 2011",3.5,4,4.5,-3.2%,3.5,4,augustgarage
4.32,43535,"Had this beer many times, but on tap at the Dig Pub for this review.<br>
<br>
Appearance: Pours a copper color with thin white head that dissipates quickly<br>
Aroma: Smells of floral pine and citrus hops and hints of a carmel malt backbone.<br>
Taste: As the aroma would suggest pine and citrus hops dominate this beer but not without a nice balance from the malt backbone. Excellent tasting beer.<br>
Mouthfeel: Slightly resiny and a little chewy. Well to high carbonation. Every sip leaves you wanting another.<br>
Overall: Highly recommended beer for a nice hop fix without being overly bitter. Recommended.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">587 characters</span><br><br>","Feb 16, 2011",4,4,4,,4.5,4.5,chriswilkes33
3.25,53808,,"Nov 13, 2014",,,,-15.8%,,,Chuck_IPA_Mathus
4.4,53808,,"Nov 10, 2014",,,,,,,itomek
4.75,45617,,"Feb 24, 2013",,,,,,,abex44
4,45617,,"Feb 19, 2013",,,,-3.4%,,,harrylee773
4.32,170128,,"Nov 26, 2015",4.25,3.75,4.25,,4.25,4.5,Didier
3.65,43535,"Growler poured into imperial pint glass. Thanks to jenray for sending this one as part of the IPA DIPA BIF.<br>
<br>
A: Pours a hazy dark orange color with an off-white head that leaves tons of lacing all over the glass. Would prefer a little more clarity, but definitely not bad.<br>
<br>
S: Nice piney floral hop character. Not really much citrus here, but a very sweet light pine that has hints of wildflower honey and a slight bit of grainy corn that is not entirely pleasant.<br>
<br>
T: Fairly upfront bitterness with not a lot of nuances to the hop flavor. It's a very nice bite though, just not overly complex. I pick up a little peppery flavor on the tongue and a slight metallic tinge at the end, not unlike an English version.<br>
<br>
M&amp;D: The mouth is a touch overcarbonated for me, but the drinkable doesn't suffer too much. This is a very easy drinking beer that would do the job for a hop fix and allow you to savor the unbiased bitterness.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">924 characters</span><br><br>","Jan 28, 2011",4,3.5,4,-10.1%,3.5,3.5,dgfair
4.3,43535,"A: Golden orange body with 2 fingers of creamy head.<br>
<br>
S: Citrus and more citrus. Faint alcohol. <br>
<br>
T: Heavy sweet citrus. Orange and pineapple. Big time flavor for a non-imperial IPA. <br>
<br>
M: Well carbonated and creamy.<br>
<br>
D: Great drinkability, pint was gone before I realized it. wanted another but had more to try on tap at the Whip-In in Austin.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">343 characters</span><br><br>","Dec 10, 2010",4,4,4.5,,4,4.5,deadliest
4,53808,,"Nov 08, 2014",,,,,,,hwy395
4.75,45617,,"Feb 17, 2013",,,,,,,johndonor3
4,45617,,"Feb 13, 2013",,,,-3.4%,,,markmcconv
4.48,170128,,"Nov 25, 2015",4.5,4.25,4.75,,4.25,4.5,Aerol
4,43535,"While in Austin I was able to enjoy a glass of this at the Whip In.<br>
<br>
I am very glad to see that the state of Texas is discovering the use of hops in their beers. This version was pretty nice.<br>
<br>
The beer is a hazy light amber with a finger of off white head that leaves a lot of lacing behind.<br>
<br>
Aroma is fruity, some yeast<br>
<br>
Flavor also brings a fair amount of fruit flavors with some citrus/lemon and even a touch of peach. Fairly bitter, but not extremely assertive.<br>
<br>
Prickly light carbonation, pretty nice.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">506 characters</span><br><br>","Dec 05, 2010",4,4,4,-1.5%,4,4,Reagan1984
3.88,43535,"On cask at the Flying Saucer.<br>
<br>
Served with 1 finger of creamy beige head. Good retention with some lace left as well. Color is a hazed amber orange.<br>
<br>
Aroma; Fresh floral hops. Earthy and fresh. Bready malts at a minimum. Nice.<br>
<br>
Taste: Floral earthy hops. A touch of onions. Bready malts. Light amount of fruity citrus.<br>
<br>
Mouthfeel: Creamy and bitter. Medium bodied with a low to medium amount of carbonation. Ends bitter and sticky.<br>
<br>
Overall, a nice cask ipa. Bitter and creamy light it should be. Pretty drinkable. Ends a bit dry, but other than that it was pretty drinkable.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">575 characters</span><br><br>","Dec 01, 2010",4,4,4,-4.4%,3.5,4,mothman
4,53808,,"Nov 07, 2014",,,,,,,MickeyHops
3.75,53808,,"Nov 07, 2014",,,,-2.8%,,,cwd
4,45617,,"Feb 13, 2013",,,,-3.4%,,,wtkphoto
4.2,170128,,"Nov 24, 2015",4,3.75,4.25,,4.25,4.25,wlynch
4.69,43535,"Well...<br>
I am writing this from München, while drinking a great Andechs Dopplebock Dunkel, and all I can say is I miss this beer. I am IPA biased so take this in consideration. This beer has the right combination of citrusy hoppiness and aroma. Most drinkable beer I have tasted (again for my taste). There are one-bottle (one-glass) beers that may rate higher in taste, but can you drink three glasses...<br>
Never seen it in bottle so there is your excuse to go to Austin.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">470 characters</span><br><br>","Nov 27, 2010",4.5,4,5,,5,4.5,rgf001
1.5,53808,,"Nov 06, 2014",,,,-61.1%,,,mikedevilsfan
3.5,53808,,"Nov 03, 2014",,,,-9.3%,,,deebo
4.75,45617,,"Feb 12, 2013",,,,,,,johnhames
4.75,45617,,"Feb 12, 2013",,,,,,,kevinscott
3.77,170128,,"Nov 22, 2015",3.75,4,3.75,-5%,3.75,3.75,MonkeyBread
4.38,43535,"Had this on tap at the Pour House while waiting for Harry Potter to start. Drank it with a friend while catching up.<br>
<br>
I'm glad my friend was talkative and wasn't able to down her entire beer. This allowed me to pour some of hers into my glass and see what the head looks like. Big, beautiful creamy white that doesn't go away. I need better pours when I go out... The beer itself was a clear, dark yellow with a few red shades. Looks like tastiness.<br>
<br>
I rarely can smell beers that well unless they're in my snifter. What I remember here is hops. Glorious citrus and piney hops.<br>
<br>
This beer is like drinking grapefruit juice... and in a good way. Holy hell, there are a ton of hops in here. The one problem I have with this beer is that I had to chug a glass of it on my birthday... and that was pretty rough. Definitely lowers the drinkability, but it's not like that's the beer's strong point anyway. The malt backbone is solid, if unmemorable. The bitterness isn't overpowering. The mouthfeel is solid. This beer is just pure grapefruit hops... and I won't complain.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,067 characters</span><br><br>","Nov 22, 2010",4.5,4.5,4.5,,4,4.5,UTCengOwl
4.04,53808,,"Nov 01, 2014",,,,,,,GToombs
4,45617,,"Feb 10, 2013",,,,-3.4%,,,KBennall
4.25,45617,,"Feb 09, 2013",,,,,,,chrishensley
3.93,170128,,"Nov 20, 2015",3.25,4,4,-1%,4,4,cshields
4.03,43535,"From notes 09/16/10. On-tap at Dancing Bear in Wacko.<br>
<br>
A- Deep amber, sticky, one finger dark-white head, lots of lacing.<br>
<br>
S- Caramel, toffee, mild hops, floral, faint alcohol aroma.<br>
<br>
T/M- Medium/thick body, bitter, semi-sweet, and chewy.<br>
<br>
D- Solid IPA. I wish (512) would start bottling/canning some of their beer, because this would be in my fridge at least once a month.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">373 characters</span><br><br>","Nov 18, 2010",4,4.5,4,-0.7%,4,4,Duttonic
3.49,53808,"Poured into a pint glass from a bomber. Reviewed 7/9/13.<br>
<br>
Color is orange amber with a two finger white head.<br>
Nose is pine and caramelized orange.<br>
Flavor is similar.  Lots of piney bitterness followed by citrus and caramel. <br>
Medium body.<br>
<br>
Overall, a decent IPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">261 characters</span><br><br>","Nov 01, 2014",3.25,3.75,3.5,-9.6%,3.5,3.5,mr-jj
4,45617,,"Feb 08, 2013",,,,-3.4%,,,Txconnesiur
4,170128,,"Nov 15, 2015",4,4,4,,4,4,pjvie
4.47,43535,"Appearance: Poured a hazy copper with a thin head of foam. Left broad rings of foam on the sides of the glass as I drank it.<br>
<br>
Aroma: Floral and hoppy.<br>
<br>
Taste: A pleasant floral taste, bitter but not overwhelmingly so.<br>
<br>
Mouthfeel: Medium bodied and smooth.<br>
<br>
Overall: IPA's are not really my thing but even so I enjoyed this beer quite a bit. A solid IPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">353 characters</span><br><br>","Oct 26, 2010",4.5,4,4.5,,4.5,4.5,lwootton
4,53808,,"Oct 29, 2014",,,,,,,DarthTX
3.84,170128,,"Nov 14, 2015",3.5,3.75,3.5,-3.3%,4,4,PawG
4.5,170128,,"Nov 14, 2015",4.5,4.75,4.5,,4,4.75,Cheers22JcB
4,53808,,"Oct 27, 2014",,,,,,,Timothyregi2
3.63,53808,,"Oct 25, 2014",3,3.75,3.5,-6%,3.75,3.75,JohnIrving
4,170128,,"Nov 13, 2015",4,4,4,,4,4,Eaglefan344
4.24,170128,,"Nov 11, 2015",4.25,4,4.25,,4.25,4.25,imperialking
3.75,170128,,"Oct 17, 2015",3.75,3.75,3.75,-5.5%,3.75,3.75,Gkruszewski
4,53808,,"Oct 22, 2014",,,,,,,AnalogErik
3.75,53808,,"Oct 20, 2014",,,,-2.8%,,,80x2HopHead
3.4,53808,,"Oct 19, 2014",,,,-11.9%,,,jeff1973
4.95,170128,"L: goldenish. Like beer should look like. <br>
S: a harmonious melody of beer-like notes and tones<br>
T: lots of hoppy beer flavor. <br>
F: cold and wet. Then like nothing.<br>
O: solid.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">171 characters</span><br><br>","Oct 15, 2015",5,5,4.75,,5,5,Davidlovellbecca
4.39,170128,,"Oct 13, 2015",4.25,4.75,4.5,,4.5,4.25,dug53
4,170128,,"Oct 12, 2015",4,4,4,,4,4,MJSJr
3.36,53808,,"Oct 19, 2014",,,,-13%,,,jtn
3.8,53808,,"Oct 16, 2014",,,,-1.6%,,,dcisco44
3.5,53808,,"Oct 13, 2014",,,,-9.3%,,,jpd7374
4.24,170128,,"Oct 09, 2015",4,4.25,4,,4.5,4.25,aasher
4.45,170128,,"Oct 07, 2015",4.25,4,4.5,,4.5,4.5,gspeer711
4.25,53808,,"Oct 13, 2014",,,,,,,dubsasina
4,53808,,"Oct 12, 2014",,,,,,,MadeInOregon
4.18,170128,,"Oct 07, 2015",4.25,4,4.25,,4,4.25,Biggiekrock627
4,53808,,"Oct 12, 2014",,,,,,,DrunkenMonk
5,53808,,"Oct 08, 2014",,,,,,,BigJoe710
3.75,53808,"Thanks to FondueVoodoo bottle.<br>
<br>
Pours a gorgeous orange body with lots of lacing all down the glass. Good decent fruit flavor even if mild, moderate bitterness. A nice overall IPA.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">180 characters</span><br><br>","Oct 01, 2014",,,,-2.8%,,,papat444
